eCiWBf1CJ0Zdv1uVarEhhw,OhECKhQEexFypOMY6kypRw,vC2qm1y3Au5czBtbhc-DNw,4,9/4/2013 3:48,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
g-KLNXXQl-2kbreXzNqEPA,SVywIrtEdtIeGmq_OGl2iw,vC2qm1y3Au5czBtbhc-DNw,4,1/3/2013 4:45,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
5dIRs4Ck4R5-Q29u5TPrJQ,q99qZRwCLHek_5wWn_xKYw,vC2qm1y3Au5czBtbhc-DNw,4,8/11/2014 2:58,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
bNaq5mI29Ld-QzN6_ncwGg,qmjzi4DQ3k5-FitKU7dWdQ,vC2qm1y3Au5czBtbhc-DNw,5,9/6/2016 2:16,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
cIZFUybskSBb61XiCU4k6w,ROiDXO4799wR54Z0_HAQ9w,vC2qm1y3Au5czBtbhc-DNw,5,12/20/2015 22:03,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
NkRcHm9VCcX1wSYDB2ytAg,zSUVQUKLoh8XNbUaD0PqPg,vC2qm1y3Au5czBtbhc-DNw,5,2/25/2014 3:40,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
x1Kjpz58gvXi2co6-pELxA,_yKRCzoFz1lRpJsY2eIUUw,vC2qm1y3Au5czBtbhc-DNw,1,5/31/2016 15:51,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
hVWLm2eGR4NE0kzQtSb2Eg,y6Y-u9WnmOriwsL4_PMtIg,vC2qm1y3Au5czBtbhc-DNw,4,5/28/2012 23:16,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
K4KAecxL9NedGMRMYoK29Q,q20A17Oy-SlmZTdTAK_Mxw,vC2qm1y3Au5czBtbhc-DNw,2,5/26/2009 21:40,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
79lBTYrNEzyJ2IVIeuLfWw,vUREIpnIsiWm25bUzf4MSg,vC2qm1y3Au5czBtbhc-DNw,5,10/9/2012 11:06,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
wphL9doEPWw8ZOD0DHZ6zw,rK2ActHP2TYBb--nxN3Ijw,vC2qm1y3Au5czBtbhc-DNw,5,8/15/2013 20:46,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
XaG5hTaZZMmXCQtCvzhHKA,Cj_z5Ru9BHA-rT6GWuzSbQ,vC2qm1y3Au5czBtbhc-DNw,2,8/12/2014 1:09,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
NHdr0rY9P70SeL-Kwwb_GQ,fhUvwCy8NK-4z7jXYdSeuQ,vC2qm1y3Au5czBtbhc-DNw,5,9/11/2014 16:46,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
vaBYzHMLiICs_dnwY6FyrQ,tRmrA6dvbwEpoEfzuaCgSA,vC2qm1y3Au5czBtbhc-DNw,3,9/1/2015 6:43,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
dvkjsVgDMZOhqJ2TFAiAVg,632WTLzDFvamty3ZpQECGw,vC2qm1y3Au5czBtbhc-DNw,1,6/29/2014 21:36,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
TBlKUCBEgiOczrP92Wqifw,eFKvP5_0molDH21N5Xxbmw,vC2qm1y3Au5czBtbhc-DNw,4,9/22/2017 3:21,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
e2llXvJkCVpJjQl6BPnJqQ,bc1RTspf6slDcAZihLZmTQ,vC2qm1y3Au5czBtbhc-DNw,1,7/18/2012 2:15,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
iupkaREdJqj8XtzbUB2YVQ,XmrwqeUxRlo7NQ95pIqI-g,vC2qm1y3Au5czBtbhc-DNw,1,10/9/2015 4:35,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
wLqoX0TXGFFma01fiaEK8w,ePiFykdjHfEplx7AEijpBQ,vC2qm1y3Au5czBtbhc-DNw,5,5/10/2018 20:28,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
eSajzJCboSu6xkCsHqOHRw,w5c7nCzNBvxBfII5t_ZaSg,vC2qm1y3Au5czBtbhc-DNw,5,4/9/2017 1:29,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
5YqWXvY9OkivURP22Lptjg,_56J9uUXFcnlgnPRTWIgsQ,vC2qm1y3Au5czBtbhc-DNw,2,3/17/2017 1:26,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
v6VL1zm2UhqLlfvzSUkUUQ,M9l331ozjXtYq-NtigdRRA,vC2qm1y3Au5czBtbhc-DNw,1,5/26/2014 4:59,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
bXUwSotG2ymy5_spLDArJg,8sR4mkbGkT1QMRhU_-2Daw,vC2qm1y3Au5czBtbhc-DNw,1,3/16/2014 15:33,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
z_FuTWa4J90yHeDQxk1KyQ,3NmOl4PAgcUchl7mOgWroA,vC2qm1y3Au5czBtbhc-DNw,4,6/29/2014 8:38,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
3ztvZE397bk2LDjg_qJYSg,olkKxaA3CO29sh3ykeUZkA,vC2qm1y3Au5czBtbhc-DNw,1,3/28/2017 5:19,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
datQpJgyKN4jwD2ZJFqYkw,R7H5IXfLQRuyWvzIqs5eTg,vC2qm1y3Au5czBtbhc-DNw,4,12/4/2014 14:19,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
79gqWIi048HjHXxwVJKSGQ,zTymWSDQy_gKWyhe0DtzlA,vC2qm1y3Au5czBtbhc-DNw,1,10/14/2016 17:12,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
0zIz5pO6-3w4-9Z4b_PfPg,nigiUvGS2koph0eREdBCPQ,vC2qm1y3Au5czBtbhc-DNw,3,7/8/2018 2:05,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
RrtaeFbkGkTSfba1I7V83A,gsHIQCxZ-g_wlvjQTQP_Ug,vC2qm1y3Au5czBtbhc-DNw,4,8/28/2016 2:20,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
rzMSJhXzHjvq_p7xWrjyvw,yv-x6ga91bklbhrHFPoRYA,vC2qm1y3Au5czBtbhc-DNw,2,2/15/2011 4:46,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
G2Xp6bQRv4GTP61vyPLRjg,kR19dTowvbTJF3jrykRXPA,vC2qm1y3Au5czBtbhc-DNw,3,7/27/2016 0:19,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
uV38gPEf_-88VWGJAutWzQ,6aiEZXTCVl0EH2Inzf63ag,vC2qm1y3Au5czBtbhc-DNw,1,3/20/2016 21:51,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
PN3ixf5tE0WiSM4M--DQKg,9SyeNq0ln5WvBAiawzItCQ,vC2qm1y3Au5czBtbhc-DNw,5,3/3/2014 22:57,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
9qHN0S8Jma5PrU2Bstz5CQ,x7Yu_yqZl3YUQ_sZvfSP-A,vC2qm1y3Au5czBtbhc-DNw,1,8/16/2014 2:22,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
GN7la9gT25T2awL7X9hS9w,lkO_f8iP86Uxim8ke5Gh5w,vC2qm1y3Au5czBtbhc-DNw,1,1/2/2014 4:08,Sushi Teri,Carpinteria,3.0,167,True,True,True,True,True,True,False,False,True,True,False,True,35,True,Japanese,False
